query,doi,title
technology acceptance model TAM for online product recommendations,10.1287/isre.2021.1074,How Do Recommender Systems Lead to Consumer Purchases? A Causal Mediation Analysis of a Field Experiment
e-commerce platform strategies to increase consideration set formation,10.1287/isre.2021.1074,How Do Recommender Systems Lead to Consumer Purchases? A Causal Mediation Analysis of a Field Experiment
human-AI collaboration challenges in organizational work arrangements,10.1287/isre.2021.1079,Cognitive Challenges in Human–Artificial Intelligence Collaboration: Investigating the Path Toward Productive Delegation
technology acceptance model for AI delegation in business contexts,10.1287/isre.2021.1079,Cognitive Challenges in Human–Artificial Intelligence Collaboration: Investigating the Path Toward Productive Delegation
factors influencing successful delegation to artificial intelligence systems,10.1287/isre.2021.1079,Cognitive Challenges in Human–Artificial Intelligence Collaboration: Investigating the Path Toward Productive Delegation
privacy protection design features for consumer data collection,10.1287/isre.2021.1045,Achieving a Balance Between Privacy Protection and Data Collection: A Field Experimental Examination of a Theory-Driven Information Technology Solution
justice theory application in information technology privacy solutions,10.1287/isre.2021.1045,Achieving a Balance Between Privacy Protection and Data Collection: A Field Experimental Examination of a Theory-Driven Information Technology Solution
field experiment on negotiation and recommendation features for user privacy,10.1287/isre.2021.1045,Achieving a Balance Between Privacy Protection and Data Collection: A Field Experimental Examination of a Theory-Driven Information Technology Solution
online brand community management customer misbehavior detection,10.1287/isre.2021.1035,FairPlay: Detecting and Deterring Online Customer Misbehavior
injunctive norms descriptive norms social media customer behavior,10.1287/isre.2021.1035,FairPlay: Detecting and Deterring Online Customer Misbehavior
design science approach deterring misconduct in digital communities,10.1287/isre.2021.1035,FairPlay: Detecting and Deterring Online Customer Misbehavior
employee IT affordance perception and technology use in organizations,10.1287/isre.2021.1025,"Personal Achievement Goals, Learning Strategies, and Perceived IT Affordances"
achievement goal theory applied to information technology adoption,10.1287/isre.2021.1025,"Personal Achievement Goals, Learning Strategies, and Perceived IT Affordances"
how personal goals influence perceived IT affordances and learning strategies,10.1287/isre.2021.1025,"Personal Achievement Goals, Learning Strategies, and Perceived IT Affordances"
online review helpfulness determinants and user attention,10.1287/isre.2021.1007,Focus Within or On Others: The Impact of Reviewers’ Attentional Focus on Review Helpfulness
persuasion theory applied to electronic word-of-mouth helpfulness,10.1287/isre.2021.1007,Focus Within or On Others: The Impact of Reviewers’ Attentional Focus on Review Helpfulness
impact of reviewer self-focus versus other-focus on consumer decision support,10.1287/isre.2021.1007,Focus Within or On Others: The Impact of Reviewers’ Attentional Focus on Review Helpfulness
social influence on consumer purchase decisions in online networks,10.1287/isre.2021.0993,Multidimensional Observational Learning in Social Networks: Theory and Experimental Evidence
observational learning theory in social commerce adoption,10.1287/isre.2021.0993,Multidimensional Observational Learning in Social Networks: Theory and Experimental Evidence
user-generated content impact on purchase intention through social networks,10.1287/isre.2021.0993,Multidimensional Observational Learning in Social Networks: Theory and Experimental Evidence
Physician adoption of clinical decision support systems and diagnostic accuracy,10.1287/isre.2020.0980,Augmenting Medical Diagnosis Decisions? An Investigation into Physicians’ Decision-Making Process with Artificial Intelligence
Trust in AI and technology acceptance in healthcare diagnostics,10.1287/isre.2020.0980,Augmenting Medical Diagnosis Decisions? An Investigation into Physicians’ Decision-Making Process with Artificial Intelligence
Medical AI implementation effects on clinical decision-making processes,10.1287/isre.2020.0980,Augmenting Medical Diagnosis Decisions? An Investigation into Physicians’ Decision-Making Process with Artificial Intelligence
proactive user reporting behavior in social media platforms,10.1287/isre.2020.0983,Standing Up or Standing By: Understanding Bystanders’ Proactive Reporting Responses to Social Media Harassment
bystander intervention theory application in online harassment contexts,10.1287/isre.2020.0983,Standing Up or Standing By: Understanding Bystanders’ Proactive Reporting Responses to Social Media Harassment
determinants of bystander intention to report cyberbullying on social media,10.1287/isre.2020.0983,Standing Up or Standing By: Understanding Bystanders’ Proactive Reporting Responses to Social Media Harassment
agile development practices impact on software engineer burnout and job satisfaction,10.1287/isre.2021.1069,Sprint Zeal or Sprint Fatigue? The Benefits and Burdens of Agile ISD Practices Use for Developer Well-Being
job demands-resources model agile ISD developer well-being,10.1287/isre.2021.1069,Sprint Zeal or Sprint Fatigue? The Benefits and Burdens of Agile ISD Practices Use for Developer Well-Being
consequences of daily stand-ups and pair programming for developer productivity and stress,10.1287/isre.2021.1069,Sprint Zeal or Sprint Fatigue? The Benefits and Burdens of Agile ISD Practices Use for Developer Well-Being
MOOCs student engagement and digital distraction mitigation strategies,10.1287/isre.2020.0974,Combating Procrastination on Massive Online Open Courses via Optimal Calls to Action
Gamification and behavioral nudges for learner continuance in online education,10.1287/isre.2020.0974,Combating Procrastination on Massive Online Open Courses via Optimal Calls to Action
Designing intervention mechanisms to reduce procrastination in digital learning platforms,10.1287/isre.2020.0974,Combating Procrastination on Massive Online Open Courses via Optimal Calls to Action
antecedents of enterprise system user competence in organizational context,10.1287/isre.2020.0989,User Competence with Enterprise Systems: The Effects of Work Environment Factors
job demands-resources model application to ERP user skill development,10.1287/isre.2020.0989,User Competence with Enterprise Systems: The Effects of Work Environment Factors
work environment factors influencing employee proficiency with complex information systems,10.1287/isre.2020.0989,User Competence with Enterprise Systems: The Effects of Work Environment Factors
online word-of-mouth and emotional contagion in social media advertising,10.1287/isre.2020.0985,Examining the Impact of Television-Program-Induced Emotions on Online Word-of-Mouth Toward Television Advertising
affective computing in digital marketing and consumer behavior,10.1287/isre.2020.0985,Examining the Impact of Television-Program-Induced Emotions on Online Word-of-Mouth Toward Television Advertising
social influence on brand engagement during live televised events,10.1287/isre.2020.0985,Examining the Impact of Television-Program-Induced Emotions on Online Word-of-Mouth Toward Television Advertising
multilevel framework for organizational information privacy governance,10.1287/isre.2019.0900,A Theory of Multilevel Information Privacy Management for the Digital Era
communication privacy management theory application to digital platforms,10.1287/isre.2019.0900,A Theory of Multilevel Information Privacy Management for the Digital Era
privacy calculus and social identity in group-level disclosure decisions,10.1287/isre.2019.0900,A Theory of Multilevel Information Privacy Management for the Digital Era
online referral program design and prosocial messaging effectiveness,10.1287/isre.2019.0873,Words Matter! Toward a Prosocial Call-to-Action for Online Referral: Evidence from Two Field Experiments
social influence and hedonic versus utilitarian framing in digital marketing,10.1287/isre.2019.0873,Words Matter! Toward a Prosocial Call-to-Action for Online Referral: Evidence from Two Field Experiments
prosocial call-to-action and customer referral intention in e-commerce,10.1287/isre.2019.0873,Words Matter! Toward a Prosocial Call-to-Action for Online Referral: Evidence from Two Field Experiments
Impact of extrinsic rewards on user-generated content quality and motivation,10.1287/isre.2020.0949,Financial Incentives Dampen Altruism in Online Prosocial Contributions: A Study of Online Reviews
Self-Determination Theory application to online community contribution and incentives,10.1287/isre.2020.0949,Financial Incentives Dampen Altruism in Online Prosocial Contributions: A Study of Online Reviews
How financial incentives affect reviewer behavior and platform engagement,10.1287/isre.2020.0949,Financial Incentives Dampen Altruism in Online Prosocial Contributions: A Study of Online Reviews
information security noncompliance organizational culture healthcare professionals,10.1287/isre.2020.0941,The Influence of Professional Subculture on Information Security Policy Violations: A Field Study in a Healthcare Context
theory of planned behavior security policy violations medical subcultures,10.1287/isre.2020.0941,The Influence of Professional Subculture on Information Security Policy Violations: A Field Study in a Healthcare Context
mitigating insider threat through understanding clinical staff security behavior,10.1287/isre.2020.0941,The Influence of Professional Subculture on Information Security Policy Violations: A Field Study in a Healthcare Context
online reputation platform bias in user-generated reviews,10.1287/isre.2019.0895,Your Hometown Matters: Popularity-Difference Bias in Online Reputation Platforms
social influence and trust in digital review ecosystems,10.1287/isre.2019.0895,Your Hometown Matters: Popularity-Difference Bias in Online Reputation Platforms
geographic popularity effects on platform continuance and satisfaction,10.1287/isre.2019.0895,Your Hometown Matters: Popularity-Difference Bias in Online Reputation Platforms
Design science approach for managing online knowledge repository content,10.1287/isre.2019.0911,Finding Useful Solutions in Online Knowledge Communities: A Theory-Driven Design and Multilevel Analysis
Knowledge adoption model application in online community solutions,10.1287/isre.2019.0911,Finding Useful Solutions in Online Knowledge Communities: A Theory-Driven Design and Multilevel Analysis
Evaluating solution usefulness in enterprise knowledge sharing platforms,10.1287/isre.2019.0911,Finding Useful Solutions in Online Knowledge Communities: A Theory-Driven Design and Multilevel Analysis
virtual goods pricing strategies in online gaming platforms,10.1287/isre.2020.0955,Leveraging the Numerosity Effect to Influence Perceived Expensiveness of Virtual Items
numerosity effect application in digital currency perception,10.1287/isre.2020.0955,Leveraging the Numerosity Effect to Influence Perceived Expensiveness of Virtual Items
game operator revenue optimization through price perception design,10.1287/isre.2020.0955,Leveraging the Numerosity Effect to Influence Perceived Expensiveness of Virtual Items
antecedents of consumer privacy concerns in mobile application adoption,10.1287/isre.2020.0931,An Empirical Investigation of the Antecedents and Consequences of Privacy Uncertainty in the Context of Mobile Apps
privacy calculus theory mobile apps data collection user behavior,10.1287/isre.2020.0931,An Empirical Investigation of the Antecedents and Consequences of Privacy Uncertainty in the Context of Mobile Apps
impact of information collection uncertainty on mobile app user continuance intention,10.1287/isre.2020.0931,An Empirical Investigation of the Antecedents and Consequences of Privacy Uncertainty in the Context of Mobile Apps
User-generated content contribution in location-based mobile communities,10.1287/isre.2020.0951,Understanding Content Contribution Behavior in a Geosegmented Mobile Virtual Community: The Context of Waze
Bystander effect in geospatial virtual community participation,10.1287/isre.2020.0951,Understanding Content Contribution Behavior in a Geosegmented Mobile Virtual Community: The Context of Waze
Drivers of voluntary contribution in crowdsourced navigation apps,10.1287/isre.2020.0951,Understanding Content Contribution Behavior in a Geosegmented Mobile Virtual Community: The Context of Waze
crowdfunding platform design and backer behavior,10.1287/isre.2020.0934,Scarcity Strategy in Crowdfunding: An Empirical Exploration of Reward Limits
scarcity principle application in digital fundraising platforms,10.1287/isre.2020.0934,Scarcity Strategy in Crowdfunding: An Empirical Exploration of Reward Limits
reward tier limits impact on funding performance and adoption,10.1287/isre.2020.0934,Scarcity Strategy in Crowdfunding: An Empirical Exploration of Reward Limits
social influence mechanisms for increasing user-generated content,10.1287/isre.2020.0947,Do Online Friends Bring Out the Best in Us? The Effect of Friend Contributions on Online Review Provision
social exchange theory online review community participation,10.1287/isre.2020.0947,Do Online Friends Bring Out the Best in Us? The Effect of Friend Contributions on Online Review Provision
leveraging online friendships to boost consumer review provision,10.1287/isre.2020.0947,Do Online Friends Bring Out the Best in Us? The Effect of Friend Contributions on Online Review Provision
daily deal platform adoption impact on retailer performance and brand perception,10.1287/isre.2020.0933,"Deal or No Deal? Online Deals, Retailer Heterogeneity, and Brand Evaluations in a Competitive Environment"
technology acceptance model TAM for online promotional platforms in retail,10.1287/isre.2020.0933,"Deal or No Deal? Online Deals, Retailer Heterogeneity, and Brand Evaluations in a Competitive Environment"
how do small businesses use digital coupon platforms for customer acquisition,10.1287/isre.2020.0933,"Deal or No Deal? Online Deals, Retailer Heterogeneity, and Brand Evaluations in a Competitive Environment"
Social media platform interventions for countering disinformation,10.1287/isre.2020.0927,Appealing to Sense and Sensibility: System 1 and System 2 Interventions for Fake News on Social Media
Dual-process theory application in social media fact-checking design,10.1287/isre.2020.0927,Appealing to Sense and Sensibility: System 1 and System 2 Interventions for Fake News on Social Media
Effective user interface design for reducing fake news sharing,10.1287/isre.2020.0927,Appealing to Sense and Sensibility: System 1 and System 2 Interventions for Fake News on Social Media
online review platform fraud detection and consumer trust,10.1287/isre.2020.0925,A Tangled Web: Should Online Review Portals Display Fraudulent Reviews?
trust theory application in fraudulent online review management,10.1287/isre.2020.0925,A Tangled Web: Should Online Review Portals Display Fraudulent Reviews?
impact of displaying fraudulent reviews on user platform adoption,10.1287/isre.2020.0925,A Tangled Web: Should Online Review Portals Display Fraudulent Reviews?
online community user-generated content and identity disclosure policies,10.1287/isre.2019.0885,"Does Identity Disclosure Help or Hurt User Content Generation? Social Presence, Inhibition, and Displacement Effects"
social presence theory application in digital identity and online participation,10.1287/isre.2019.0885,"Does Identity Disclosure Help or Hurt User Content Generation? Social Presence, Inhibition, and Displacement Effects"
corporate social media identity transparency effects on user contribution behavior,10.1287/isre.2019.0885,"Does Identity Disclosure Help or Hurt User Content Generation? Social Presence, Inhibition, and Displacement Effects"
employee non-compliance with organizational security policies,10.1287/isre.2018.0827,Toward a Theory of Information Systems Security Behaviors of Organizational Employees: A Dialectical Process Perspective
dialectical process theory information security behavior,10.1287/isre.2018.0827,Toward a Theory of Information Systems Security Behaviors of Organizational Employees: A Dialectical Process Perspective
understanding employee motivations for security procedure adherence,10.1287/isre.2018.0827,Toward a Theory of Information Systems Security Behaviors of Organizational Employees: A Dialectical Process Perspective
social influence and behavior change in digital platforms,10.1287/isre.2019.0862,Unraveling the “Social” in Social Norms: The Conditioning Effect of User Connectivity
social norms theory application to online user behavior,10.1287/isre.2019.0862,Unraveling the “Social” in Social Norms: The Conditioning Effect of User Connectivity
how user network connectivity moderates normative social influence,10.1287/isre.2019.0862,Unraveling the “Social” in Social Norms: The Conditioning Effect of User Connectivity
agile software development team collaboration and performance,10.1287/isre.2019.0856,"How Pair Programming Influences Team Performance: The Role of Backup Behavior, Shared Mental Models, and Task Novelty"
shared mental models in pair programming effectiveness,10.1287/isre.2019.0856,"How Pair Programming Influences Team Performance: The Role of Backup Behavior, Shared Mental Models, and Task Novelty"
backup behavior and task novelty in programming team outcomes,10.1287/isre.2019.0856,"How Pair Programming Influences Team Performance: The Role of Backup Behavior, Shared Mental Models, and Task Novelty"
IT project manager cognition and risk mitigation behavior,10.1287/isre.2019.0853,Seeing the Trees or the Forest? The Effect of IT Project Managers’ Mental Construal on IT Project Risk Management Activities
Construal Level Theory application in information technology project management,10.1287/isre.2019.0853,Seeing the Trees or the Forest? The Effect of IT Project Managers’ Mental Construal on IT Project Risk Management Activities
How mental framing influences risk assessment in software development projects,10.1287/isre.2019.0853,Seeing the Trees or the Forest? The Effect of IT Project Managers’ Mental Construal on IT Project Risk Management Activities
online gaming user engagement and continuance intention modeling,10.1287/isre.2019.0839,“Level Up”: Leveraging Skill and Engagement to Maximize Player Game-Play in Online Video Games
gamification and hedonic information systems continuance in multiplayer games,10.1287/isre.2019.0839,“Level Up”: Leveraging Skill and Engagement to Maximize Player Game-Play in Online Video Games
player matching algorithms for maximizing engagement in video game platforms,10.1287/isre.2019.0839,“Level Up”: Leveraging Skill and Engagement to Maximize Player Game-Play in Online Video Games
online consumer behavior price sensitivity dynamics over time,10.1287/isre.2018.0793,The Dynamics of Online Consumers’ Response to Price Promotion
relationship states and loyalty in e-commerce price promotion,10.1287/isre.2018.0793,The Dynamics of Online Consumers’ Response to Price Promotion
predicting consumer response to digital promotions using latent states,10.1287/isre.2018.0793,The Dynamics of Online Consumers’ Response to Price Promotion
Electronic commerce platform promotion strategies and review authenticity,10.1287/isre.2018.0801,An Empirical Study of Free Product Sampling and Rating Bias
Reciprocity theory in online consumer rating behavior,10.1287/isre.2018.0801,An Empirical Study of Free Product Sampling and Rating Bias
How free samples influence user satisfaction and rating bias,10.1287/isre.2018.0801,An Empirical Study of Free Product Sampling and Rating Bias
trust and perceived integrity in biased online recommendation systems,10.1287/isre.2018.0811,Effects of Sponsorship Disclosure on Perceived Integrity of Biased Recommendation Agents: Psychological Contract Violation and Knowledge-Based Trust Perspectives
psychological contract violation in e-commerce technology adoption,10.1287/isre.2018.0811,Effects of Sponsorship Disclosure on Perceived Integrity of Biased Recommendation Agents: Psychological Contract Violation and Knowledge-Based Trust Perspectives
sponsorship transparency impact on user trust in recommendation agents,10.1287/isre.2018.0811,Effects of Sponsorship Disclosure on Perceived Integrity of Biased Recommendation Agents: Psychological Contract Violation and Knowledge-Based Trust Perspectives
individual valuation of personal information disclosure in online contexts,10.1287/isre.2018.0818,Relative Privacy Valuations Under Varying Disclosure Characteristics
privacy calculus theory application to information disclosure decisions,10.1287/isre.2018.0818,Relative Privacy Valuations Under Varying Disclosure Characteristics
willingness-to-accept compensation for secondary data use scenarios,10.1287/isre.2018.0818,Relative Privacy Valuations Under Varying Disclosure Characteristics
Meta-analysis of user behavior in illegal software and media downloading,10.1287/isre.2018.0821,Explaining Digital Piracy: A Meta-Analysis
Theory of Planned Behavior application in digital content piracy,10.1287/isre.2018.0821,Explaining Digital Piracy: A Meta-Analysis
Key drivers of consumer digital piracy intention and engagement,10.1287/isre.2018.0821,Explaining Digital Piracy: A Meta-Analysis
online review management strategies for firm promotion,10.1287/isre.2018.0807,Leveraging User-Generated Content for Product Promotion: The Effects of Firm-Highlighted Reviews
social influence and trust in user-generated content platforms,10.1287/isre.2018.0807,Leveraging User-Generated Content for Product Promotion: The Effects of Firm-Highlighted Reviews
consumer skepticism towards firm-curated product reviews,10.1287/isre.2018.0807,Leveraging User-Generated Content for Product Promotion: The Effects of Firm-Highlighted Reviews
e-commerce cart abandonment interventions and consumer purchase decisions,10.1287/isre.2019.0859,When and How to Leverage E-commerce Cart Targeting: The Relative and Moderated Effects of Scarcity and Price Incentives with a Two-Stage Field Experiment and Causal Forest Optimization
digital nudges and scarcity effects in online shopping continuance,10.1287/isre.2019.0859,When and How to Leverage E-commerce Cart Targeting: The Relative and Moderated Effects of Scarcity and Price Incentives with a Two-Stage Field Experiment and Causal Forest Optimization
cart targeting strategies for e-commerce platforms using field experiments,10.1287/isre.2019.0859,When and How to Leverage E-commerce Cart Targeting: The Relative and Moderated Effects of Scarcity and Price Incentives with a Two-Stage Field Experiment and Causal Forest Optimization
FLOSS project success factors and contributor motivation,10.1287/isre.2018.0829,Does Superposition Influence the Success of FLOSS Projects? An Examination of Open-Source Software Development by Organizations and Individuals
Self-determination theory application in open-source software development,10.1287/isre.2018.0829,Does Superposition Influence the Success of FLOSS Projects? An Examination of Open-Source Software Development by Organizations and Individuals
Organizational versus individual task orchestration impact on OSS outcomes,10.1287/isre.2018.0829,Does Superposition Influence the Success of FLOSS Projects? An Examination of Open-Source Software Development by Organizations and Individuals
online consumer price perception heuristics e-commerce website design,10.1287/isre.2019.0844,Large Online Product Catalog Space Indicates High Store Price: Understanding Customers’ Overgeneralization and Illogical Inference
mental models and inference errors in digital marketplace adoption,10.1287/isre.2019.0844,Large Online Product Catalog Space Indicates High Store Price: Understanding Customers’ Overgeneralization and Illogical Inference
customer trust formation through interface cues and price evaluation,10.1287/isre.2019.0844,Large Online Product Catalog Space Indicates High Store Price: Understanding Customers’ Overgeneralization and Illogical Inference
smartphone privacy settings adoption motivation and user knowledge,10.1287/isre.2019.0846,Why Would I Use Location-Protective Settings on My Smartphone? Motivating Protective Behaviors and the Existence of the Privacy Knowledge–Belief Gap
protection motivation theory smartphone location privacy behavioral intention,10.1287/isre.2019.0846,Why Would I Use Location-Protective Settings on My Smartphone? Motivating Protective Behaviors and the Existence of the Privacy Knowledge–Belief Gap
closing the privacy knowledge belief gap for mobile users,10.1287/isre.2019.0846,Why Would I Use Location-Protective Settings on My Smartphone? Motivating Protective Behaviors and the Existence of the Privacy Knowledge–Belief Gap
virtual team consensus building with communication technologies,10.1287/isre.2019.0843,Using Technology to Persuade: Visual Representation Technologies and Consensus Seeking in Virtual Teams
social influence and technology use in distributed decision-making teams,10.1287/isre.2019.0843,Using Technology to Persuade: Visual Representation Technologies and Consensus Seeking in Virtual Teams
visual representation tools for persuasion in computer-mediated collaboration,10.1287/isre.2019.0843,Using Technology to Persuade: Visual Representation Technologies and Consensus Seeking in Virtual Teams
information security compliance behavior organizational insiders emotional antecedents,10.1287/isre.2019.0860,The Adaptive Roles of Positive and Negative Emotions in Organizational Insiders’ Security-Based Precaution Taking
broaden-and-build theory application information systems security precautionary behavior,10.1287/isre.2019.0860,The Adaptive Roles of Positive and Negative Emotions in Organizational Insiders’ Security-Based Precaution Taking
employee emotion-driven security policy adoption and protective measures in organizations,10.1287/isre.2019.0860,The Adaptive Roles of Positive and Negative Emotions in Organizational Insiders’ Security-Based Precaution Taking
online consumer decision making for digital content products,10.1287/isre.2019.0857,When Seeing Helps Believing: The Interactive Effects of Previews and Reviews on E-Book Purchases
social influence and technology acceptance in e-commerce platforms,10.1287/isre.2019.0857,When Seeing Helps Believing: The Interactive Effects of Previews and Reviews on E-Book Purchases
impact of product previews and user reviews on purchase intention,10.1287/isre.2019.0857,When Seeing Helps Believing: The Interactive Effects of Previews and Reviews on E-Book Purchases
social influence on mobile app adoption in location sharing services,10.1287/isre.2017.0769,Learning from Your Friends’ Check-Ins: An Empirical Study of Location-Based Social Networks
observational learning theory in location-based social networks,10.1287/isre.2017.0769,Learning from Your Friends’ Check-Ins: An Empirical Study of Location-Based Social Networks
restaurant discovery through friend check-ins and user continuance,10.1287/isre.2017.0769,Learning from Your Friends’ Check-Ins: An Empirical Study of Location-Based Social Networks
effects of computer-mediated communication on diverse team performance,10.1287/isre.2018.0773,Differences are Different: Examining the Effects of Communication Media on the Impacts of Racial and Gender Diversity in Decision-Making Teams
media synchronicity theory application to virtual team diversity,10.1287/isre.2018.0773,Differences are Different: Examining the Effects of Communication Media on the Impacts of Racial and Gender Diversity in Decision-Making Teams
how communication technology moderates demographic diversity impacts in groups,10.1287/isre.2018.0773,Differences are Different: Examining the Effects of Communication Media on the Impacts of Racial and Gender Diversity in Decision-Making Teams
social media word of mouth effectiveness and user characteristics,10.1287/isre.2017.0768,The Impact of User Personality Traits on Word of Mouth: Text-Mining Social Media Platforms
Five-Factor Model personality traits influence on electronic word of mouth,10.1287/isre.2017.0768,The Impact of User Personality Traits on Word of Mouth: Text-Mining Social Media Platforms
consumer behavior social influence in online platforms via personality analysis,10.1287/isre.2017.0768,The Impact of User Personality Traits on Word of Mouth: Text-Mining Social Media Platforms
social influence mechanisms in online review platforms,10.1287/isre.2017.0741,Socially Nudged: A Quasi-Experimental Study of Friends’ Social Influence in Online Product Ratings
social cognitive theory and electronic word-of-mouth in e-commerce,10.1287/isre.2017.0741,Socially Nudged: A Quasi-Experimental Study of Friends’ Social Influence in Online Product Ratings
social networking features impact on consumer rating behavior,10.1287/isre.2017.0741,Socially Nudged: A Quasi-Experimental Study of Friends’ Social Influence in Online Product Ratings
SNS monetization strategies and user engagement mechanisms,10.1287/isre.2017.0737,Examining Gifting Through Social Network Services: A Social Exchange Theory Perspective
Social Exchange Theory application in virtual gifting behavior,10.1287/isre.2017.0737,Examining Gifting Through Social Network Services: A Social Exchange Theory Perspective
Drivers of virtual gift purchase intention in social networks,10.1287/isre.2017.0737,Examining Gifting Through Social Network Services: A Social Exchange Theory Perspective
Online platform design and user behavior alignment in crowdsourcing,10.1287/isre.2018.0775,Salience Bias in Crowdsourcing Contests
Salience bias effects on user participation in digital innovation platforms,10.1287/isre.2018.0775,Salience Bias in Crowdsourcing Contests
Crowdsourcing platform performance and information feedback mechanisms,10.1287/isre.2018.0775,Salience Bias in Crowdsourcing Contests
human resource management issues in global IT project teams,10.1287/isre.2017.0734,Work–Life Conflict of Globally Distributed Software Development Personnel: An Empirical Investigation Using Border Theory
Border Theory application in distributed software development,10.1287/isre.2017.0734,Work–Life Conflict of Globally Distributed Software Development Personnel: An Empirical Investigation Using Border Theory
work-life balance challenges for offshore IT professionals,10.1287/isre.2017.0734,Work–Life Conflict of Globally Distributed Software Development Personnel: An Empirical Investigation Using Border Theory
social plugin design and user privacy in online content diffusion,10.1287/isre.2017.0738,The Impact of Sharing Mechanism Design on Content Sharing in Online Social Networks
privacy calculus and social influence in social media sharing mechanisms,10.1287/isre.2017.0738,The Impact of Sharing Mechanism Design on Content Sharing in Online Social Networks
institutional privacy protection and content sharing behavior on social networks,10.1287/isre.2017.0738,The Impact of Sharing Mechanism Design on Content Sharing in Online Social Networks
behavioral effects of recommender systems on consumer purchase decisions,10.1287/isre.2017.0703,Effects of Online Recommendations on Consumers’ Willingness to Pay
technology acceptance model TAM for online recommendation adoption,10.1287/isre.2017.0703,Effects of Online Recommendations on Consumers’ Willingness to Pay
impact of algorithmic recommendations on digital product pricing and WTP,10.1287/isre.2017.0703,Effects of Online Recommendations on Consumers’ Willingness to Pay
virtual collaboration platforms and group creativity outcomes,10.1287/isre.2017.0721,Contextual Priming and the Design of 3D Virtual Environments to Improve Group Ideation
priming theory application in virtual team ideation,10.1287/isre.2017.0721,Contextual Priming and the Design of 3D Virtual Environments to Improve Group Ideation
designing 3D virtual environments to enhance team brainstorming,10.1287/isre.2017.0721,Contextual Priming and the Design of 3D Virtual Environments to Improve Group Ideation
user attitudes toward invasive technologies and privacy concerns,10.1287/isre.2017.0706,Understanding Consumers’ Attitudes Toward Controversial Information Technologies: A Contextualization Approach
net valence theory application to controversial IT adoption,10.1287/isre.2017.0706,Understanding Consumers’ Attitudes Toward Controversial Information Technologies: A Contextualization Approach
consumer acceptance of biometrics and RFID in retail contexts,10.1287/isre.2017.0706,Understanding Consumers’ Attitudes Toward Controversial Information Technologies: A Contextualization Approach
online review behavior and consumer expectation disconfirmation,10.1287/isre.2017.0694,Disconfirmation Effect on Online Rating Behavior: A Structural Model
expectation confirmation theory in electronic word-of-mouth contexts,10.1287/isre.2017.0694,Disconfirmation Effect on Online Rating Behavior: A Structural Model
impact of expectation-performance gap on user-generated content platforms,10.1287/isre.2017.0694,Disconfirmation Effect on Online Rating Behavior: A Structural Model
information systems development project success and developer well-being,10.1287/isre.2017.0716,Technical Systems Development Risk Factors: The Role of Empowering Leadership in Lowering Developers’ Stress
empowering leadership impact on ISD team stress and risk mitigation,10.1287/isre.2017.0716,Technical Systems Development Risk Factors: The Role of Empowering Leadership in Lowering Developers’ Stress
reducing software developer stress through leadership in complex IT projects,10.1287/isre.2017.0716,Technical Systems Development Risk Factors: The Role of Empowering Leadership in Lowering Developers’ Stress
user security behavior and email threat detection,10.1287/isre.2016.0680,Coping Responses in Phishing Detection: An Investigation of Antecedents and Consequences
extended parallel process model phishing email coping mechanisms,10.1287/isre.2016.0680,Coping Responses in Phishing Detection: An Investigation of Antecedents and Consequences
adaptive versus maladaptive coping strategies for organizational cybersecurity,10.1287/isre.2016.0680,Coping Responses in Phishing Detection: An Investigation of Antecedents and Consequences
voluntary continuance intention in corporate open source participation,10.1287/isre.2016.0687,Continued Voluntary Participation Intention in Firm-Participating Open Source Software Projects
signaling theory application in firm-sponsored OSS developer retention,10.1287/isre.2016.0687,Continued Voluntary Participation Intention in Firm-Participating Open Source Software Projects
managing developer commitment in firm-led open source software initiatives,10.1287/isre.2016.0687,Continued Voluntary Participation Intention in Firm-Participating Open Source Software Projects
social influence in e-commerce product search and discovery,10.1287/isre.2017.0695,Designing for Diagnosticity and Serendipity: An Investigation of Social Product-Search Mechanisms
social commerce design and diagnosticity in user-generated content,10.1287/isre.2017.0695,Designing for Diagnosticity and Serendipity: An Investigation of Social Product-Search Mechanisms
tagging systems for product navigation and serendipitous discovery online,10.1287/isre.2017.0695,Designing for Diagnosticity and Serendipity: An Investigation of Social Product-Search Mechanisms
motivational factors for online volunteer participation in digital heritage projects,10.1287/isre.2017.0719,Temporal Motivations of Volunteers to Participate in Cultural Crowdsourcing Work
UTAUT application in non-monetary crowdsourcing for cultural institutions,10.1287/isre.2017.0719,Temporal Motivations of Volunteers to Participate in Cultural Crowdsourcing Work
sustaining volunteer engagement in nonprofit digital archiving initiatives,10.1287/isre.2017.0719,Temporal Motivations of Volunteers to Participate in Cultural Crowdsourcing Work
knowledge transfer in software project teams and performance,10.1287/isre.2017.0713,"Learning Effects of Domain, Technology, and Customer Knowledge in Information Systems Development: An Empirical Study"
application of transfer of learning theory to IT project management,10.1287/isre.2017.0713,"Learning Effects of Domain, Technology, and Customer Knowledge in Information Systems Development: An Empirical Study"
how prior customer and technical expertise impacts system implementation success,10.1287/isre.2017.0713,"Learning Effects of Domain, Technology, and Customer Knowledge in Information Systems Development: An Empirical Study"
antecedents of delegated information system use in healthcare organizations,10.1287/isre.2017.0708,Direct and Indirect Information System Use: A Multimethod Exploration of Social Power Antecedents in Healthcare
